query,join_size,true_subs,est_subs,true_subs_vec,est_subs_vec,label,qry_lvl_l1
t_0_9,2,mi_idx t$mc mi_idx$mc t,mi_idx t$mc mi_idx$mc t,"[[0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0]]",Optimal,0.0
t_1,2,mi_idx t$mc mi_idx$mc t,mi_idx t$mc mi_idx$mc t,"[[0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0]]",Optimal,0.0
t_10,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_10_0,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0119316646716753
t_10_1,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_10,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0111687834798594
t_10_11,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_12,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0131630599899542
t_10_13,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_14,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_15,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_16,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0115840465809818
t_10_17,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0093433805536993
t_10_18,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_19,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_10_2,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_20,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_3,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0130033220802955
t_10_4,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.013501383937645
t_10_5,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_10_6,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0132001620187336
t_10_7,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0133269578276831
t_10_8,2,mi_idx t$mk t$mi_idx mk,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_10_9,2,mi_idx t$mi_idx mk$mk t,mi_idx t$mi_idx mk$mk t,"[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0]]",Optimal,0.0
t_11,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_1,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_10,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_11,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_13,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_14,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_15,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_16,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_17,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_18,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_2,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_20,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_3,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_5,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_6,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_7,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_8,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_11_9,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_1,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_10,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_11,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_12,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_13,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_14,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_15,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_16,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_17,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_18,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_19,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_2,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_20,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_3,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_4,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_5,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_6,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_7,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_8,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_12_9,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_0,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_1,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_10,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_11,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_12,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_13,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_14,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_15,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_16,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_17,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
t_13_18,2,mc t$mi t$mc mi,mc t$mi t$mc mi,"[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]","[[0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]]",Optimal,0.0
