query,join_size,true_subs,est_subs,true_subs_vec,est_subs_vec,label,qry_lvl_l1
t_122,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_123,2,mk t$mi t$mi mk,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,5.994380693614e-06
t_124,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_125,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_126,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_127,2,mk t$mi t$mi mk,mi t$mk t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,2.085660559058903
t_128,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_129,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_13,2,mi_idx t$mc t$mc mi_idx,mi_idx t$mc t$mc mi_idx,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]",Optimal,0.0
t_130,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_131,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_132,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_133,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_134,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_135,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_136,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_137,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_138,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_139,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_14,2,mi_idx t$mc t$mc mi_idx,mi_idx t$mc t$mc mi_idx,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]",Optimal,0.0
t_140,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_141,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",SubOptimal,0.0
t_142,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_143,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_144,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_145,2,mk t$mi mk$mi t,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0463202414544298
t_146,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_147,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_148,2,mk t$mi t$mi mk,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0109849605469691
t_149,2,mk t$mi t$mi mk,mi t$mk t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.1264689951401781
t_15,2,mi_idx t$mc t$mc mi_idx,mi_idx t$mc t$mc mi_idx,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]",Optimal,0.0
t_150,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_151,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_152,2,mk t$mi t$mi mk,mk t$mi t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_153,2,mi mk$mk t$mi t,mk t$mi mk$mi t,"[[1, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.200110837102011
t_154,2,mk t$mi mk$mi t,mi mk$mk t$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[1, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.4636381047864806
t_155,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_156,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_157,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_158,2,mk t$mi t$mi mk,mi t$mk t$mi mk,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.1264689951401781
t_159,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_16,2,mi_idx t$mc t$mc mi_idx,mi_idx t$mc t$mc mi_idx,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]",Optimal,0.0
t_160,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",SubOptimal,0.0
t_161,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_162,2,mi t$mk t$mi mk,mi t$mk t$mi mk,"[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]]",Optimal,0.0
t_163,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_164,2,mk t$mi mk$mi t,mk t$mi mk$mi t,"[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]]",Optimal,0.0
t_165,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx mk$mi_idx t,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0
t_166,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx mk$mi_idx t,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0
t_167,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx mk$mi_idx t,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0
t_168,2,mi_idx t$mk t$mi_idx mk,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_169,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx t$mi_idx mk,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.007228588585446
t_17,2,mi_idx t$mc t$mc mi_idx,mi_idx t$mc t$mc mi_idx,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]","[[0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]]",Optimal,0.0
t_170,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx mk$mi_idx t,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0
t_171,2,mi_idx t$mk t$mi_idx mk,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_172,2,mi_idx t$mk t$mi_idx mk,mi_idx t$mk t$mi_idx mk,"[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]","[[0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_173,2,mk t$mi_idx t$mi_idx mk,mk t$mi_idx t$mi_idx mk,"[[0, 1, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",Optimal,0.0
t_174,2,mk t$mi_idx mk$mi_idx t,mk t$mi_idx mk$mi_idx t,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]","[[0, 1, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0
t_175,2,mi_idx mk$mi_idx t$mk t,mi_idx mk$mk t$mi_idx t,"[[0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0]]","[[0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0]]",Optimal,0.0300838650554433
